date,family,sales,onpromotion,typeholiday,dcoilwtico,day,month,year
2016-10-06,SEAFOOD,43.586,2,NDay,50.44,6,10,2016
2016-10-07,BEVERAGES,2081.0,6,Holiday,49.76,7,10,2016
2016-10-07,DAIRY,793.0,12,Holiday,49.76,7,10,2016
2016-10-07,FROZEN FOODS,98.0,3,Holiday,49.76,7,10,2016
2016-10-07,MEATS,652.297,52,Holiday,49.76,7,10,2016
2016-10-07,SEAFOOD,48.487,5,Holiday,49.76,7,10,2016
2016-10-08,BEVERAGES,2279.0,6,NDay,49.76,8,10,2016
2016-10-08,DAIRY,880.0,12,NDay,49.76,8,10,2016
2016-10-08,FROZEN FOODS,137.0,3,NDay,49.76,8,10,2016
2016-10-08,MEATS,233.411,0,NDay,49.76,8,10,2016
2016-10-08,SEAFOOD,35.275,2,NDay,49.76,8,10,2016
2016-10-09,BEVERAGES,1221.0,3,Holiday,49.76,9,10,2016
2016-10-09,DAIRY,438.0,9,Holiday,49.76,9,10,2016
2016-10-09,FROZEN FOODS,54.0,2,Holiday,49.76,9,10,2016
2016-10-09,MEATS,112.968,0,Holiday,49.76,9,10,2016
2016-10-09,SEAFOOD,22.106,2,Holiday,49.76,9,10,2016
2016-10-10,BEVERAGES,2206.0,5,NDay,49.76,10,10,2016
2016-10-10,DAIRY,729.0,12,NDay,49.76,10,10,2016
2016-10-10,FROZEN FOODS,74.0,2,NDay,49.76,10,10,2016
2016-10-10,MEATS,252.162,0,NDay,49.76,10,10,2016
2016-10-10,SEAFOOD,36.211,1,NDay,49.76,10,10,2016
2016-10-11,BEVERAGES,1812.0,7,NDay,50.72,11,10,2016
2016-10-11,DAIRY,693.0,11,NDay,50.72,11,10,2016
2016-10-11,FROZEN FOODS,118.181,2,NDay,50.72,11,10,2016
2016-10-11,MEATS,237.56,0,NDay,50.72,11,10,2016
2016-10-11,SEAFOOD,10.962,2,NDay,50.72,11,10,2016
2016-10-12,BEVERAGES,2584.0,8,NDay,50.14,12,10,2016
2016-10-12,DAIRY,994.0,12,NDay,50.14,12,10,2016
2016-10-12,FROZEN FOODS,97.0,4,NDay,50.14,12,10,2016
2016-10-12,MEATS,235.281,0,NDay,50.14,12,10,2016
2016-10-12,SEAFOOD,27.501,2,NDay,50.14,12,10,2016
2016-10-13,BEVERAGES,1664.0,5,NDay,50.47,13,10,2016
2016-10-13,DAIRY,693.0,10,NDay,50.47,13,10,2016
2016-10-13,FROZEN FOODS,89.471,2,NDay,50.47,13,10,2016
2016-10-13,MEATS,280.991,0,NDay,50.47,13,10,2016
2016-10-13,SEAFOOD,21.854,2,NDay,50.47,13,10,2016
2016-10-14,BEVERAGES,2647.0,11,NDay,50.35,14,10,2016
2016-10-14,DAIRY,940.0,11,NDay,50.35,14,10,2016
2016-10-14,FROZEN FOODS,91.0,3,NDay,50.35,14,10,2016
2016-10-14,MEATS,678.452,50,NDay,50.35,14,10,2016
2016-10-14,SEAFOOD,54.377,5,NDay,50.35,14,10,2016
2016-10-15,BEVERAGES,2212.0,9,NDay,50.34957363253857,15,10,2016
2016-10-15,DAIRY,787.0,12,NDay,50.34904067321178,15,10,2016
2016-10-15,FROZEN FOODS,121.684,3,NDay,50.348720897615706,15,10,2016
2016-10-15,MEATS,238.733,0,NDay,50.34733520336606,15,10,2016
2016-10-15,SEAFOOD,42.744,2,NDay,50.3464824684432,15,10,2016
2016-10-16,BEVERAGES,1454.0,5,NDay,50.15962692847125,16,10,2016
2016-10-16,DAIRY,430.0,11,NDay,50.15909396914446,16,10,2016
2016-10-16,FROZEN FOODS,59.0,2,NDay,50.15877419354839,16,10,2016
2016-10-16,MEATS,127.689,0,NDay,50.15738849929874,16,10,2016
2016-10-16,SEAFOOD,18.551,2,NDay,50.156535764375874,16,10,2016
2016-10-17,BEVERAGES,2490.0,7,NDay,49.97,17,10,2016
2016-10-17,DAIRY,792.0,10,NDay,49.97,17,10,2016
2016-10-17,FROZEN FOODS,68.0,3,NDay,49.97,17,10,2016
2016-10-17,MEATS,254.086,0,NDay,49.97,17,10,2016
2016-10-17,SEAFOOD,28.974,1,NDay,49.97,17,10,2016
2016-10-18,BEVERAGES,1895.0,9,NDay,50.3,18,10,2016
2016-10-18,DAIRY,706.0,9,NDay,50.3,18,10,2016
2016-10-18,FROZEN FOODS,93.0,3,NDay,50.3,18,10,2016
2016-10-18,MEATS,237.098,0,NDay,50.3,18,10,2016
2016-10-18,SEAFOOD,17.214,2,NDay,50.3,18,10,2016
2016-10-19,BEVERAGES,2563.0,8,NDay,51.59,19,10,2016
2016-10-19,DAIRY,958.0,10,NDay,51.59,19,10,2016
2016-10-19,FROZEN FOODS,115.0,2,NDay,51.59,19,10,2016
2016-10-19,MEATS,219.287,1,NDay,51.59,19,10,2016
2016-10-19,SEAFOOD,35.974,2,NDay,51.59,19,10,2016
2016-10-20,BEVERAGES,2176.0,8,NDay,50.31,20,10,2016
2016-10-20,DAIRY,683.0,9,NDay,50.31,20,10,2016
2016-10-20,FROZEN FOODS,109.326004,2,NDay,50.31,20,10,2016
2016-10-20,MEATS,279.41602,1,NDay,50.31,20,10,2016
2016-10-20,SEAFOOD,38.17,2,NDay,50.31,20,10,2016
2016-10-21,BEVERAGES,2469.0,14,NDay,50.61,21,10,2016
2016-10-21,DAIRY,771.0,8,NDay,50.61,21,10,2016
2016-10-21,FROZEN FOODS,134.0,3,NDay,50.61,21,10,2016
2016-10-21,MEATS,772.986,47,NDay,50.61,21,10,2016
2016-10-21,SEAFOOD,42.157,6,NDay,50.61,21,10,2016
2016-10-22,BEVERAGES,2570.0,17,NDay,50.609517531556804,22,10,2016
2016-10-22,DAIRY,853.0,7,NDay,50.60891444600281,22,10,2016
2016-10-22,FROZEN FOODS,124.0,2,NDay,50.60855259467041,22,10,2016
2016-10-22,MEATS,206.355,0,NDay,50.60698457223001,22,10,2016
2016-10-22,SEAFOOD,32.864998,2,NDay,50.60601963534362,22,10,2016
2016-10-23,BEVERAGES,1106.0,10,NDay,50.3945778401122,23,10,2016
2016-10-23,DAIRY,401.0,6,NDay,50.3939747545582,23,10,2016
2016-10-23,FROZEN FOODS,65.486,2,NDay,50.39361290322581,23,10,2016
2016-10-23,MEATS,98.442,0,NDay,50.39204488078541,23,10,2016
2016-10-23,SEAFOOD,18.496,2,NDay,50.391079943899015,23,10,2016
2016-10-24,BEVERAGES,1783.0,15,NDay,50.18,24,10,2016
2016-10-24,DAIRY,755.0,9,NDay,50.18,24,10,2016
2016-10-24,FROZEN FOODS,92.393,3,NDay,50.18,24,10,2016
2016-10-24,MEATS,263.624,0,NDay,50.18,24,10,2016
2016-10-24,SEAFOOD,26.431,2,NDay,50.18,24,10,2016
2016-10-25,BEVERAGES,2090.0,15,NDay,49.45,25,10,2016
2016-10-25,DAIRY,803.0,9,NDay,49.45,25,10,2016
2016-10-25,FROZEN FOODS,119.854996,3,NDay,49.45,25,10,2016
2016-10-25,MEATS,252.009,0,NDay,49.45,25,10,2016
2016-10-25,SEAFOOD,32.143,2,NDay,49.45,25,10,2016
2016-10-26,BEVERAGES,2032.0,47,NDay,48.75,26,10,2016
2016-10-26,DAIRY,884.0,21,NDay,48.75,26,10,2016
2016-10-26,FROZEN FOODS,103.0,6,NDay,48.75,26,10,2016
2016-10-26,MEATS,257.208,1,NDay,48.75,26,10,2016
2016-10-26,SEAFOOD,43.989,2,NDay,48.75,26,10,2016
2016-10-27,BEVERAGES,2143.0,42,NDay,49.71,27,10,2016
2016-10-27,DAIRY,756.0,19,NDay,49.71,27,10,2016
2016-10-27,FROZEN FOODS,100.0,7,NDay,49.71,27,10,2016
2016-10-27,MEATS,311.217,1,NDay,49.71,27,10,2016
2016-10-27,SEAFOOD,24.692,2,NDay,49.71,27,10,2016
2016-10-28,BEVERAGES,2576.0,38,NDay,48.72,28,10,2016
2016-10-28,DAIRY,863.0,20,NDay,48.72,28,10,2016
2016-10-28,FROZEN FOODS,138.0,6,NDay,48.72,28,10,2016
2016-10-28,MEATS,710.237,49,NDay,48.72,28,10,2016
2016-10-28,SEAFOOD,34.267,7,NDay,48.72,28,10,2016
2016-10-29,BEVERAGES,2574.0,45,NDay,48.7178793828892,29,10,2016
2016-10-29,DAIRY,770.0,23,NDay,48.7152286115007,29,10,2016
2016-10-29,FROZEN FOODS,105.0,6,NDay,48.7136381486676,29,10,2016
2016-10-29,MEATS,237.058,0,NDay,48.7067461430575,29,10,2016
2016-10-29,SEAFOOD,26.977001,2,NDay,48.702504908835905,29,10,2016
2016-10-30,BEVERAGES,1059.0,36,NDay,47.77314446002805,30,10,2016
2016-10-30,DAIRY,388.0,17,NDay,47.77049368863955,30,10,2016
2016-10-30,FROZEN FOODS,51.0,7,NDay,47.76890322580645,30,10,2016
2016-10-30,MEATS,118.64,0,NDay,47.76201122019635,30,10,2016
2016-10-30,SEAFOOD,17.571001,2,NDay,47.757769985974754,30,10,2016
2016-10-31,BEVERAGES,1777.0,45,NDay,46.83,31,10,2016
2016-10-31,DAIRY,539.0,21,NDay,46.83,31,10,2016
2016-10-31,FROZEN FOODS,73.0,5,NDay,46.83,31,10,2016
2016-10-31,MEATS,236.467,0,NDay,46.83,31,10,2016
2016-10-31,SEAFOOD,14.575,1,NDay,46.83,31,10,2016
2016-11-01,BEVERAGES,3009.0,45,NDay,46.66,1,11,2016
2016-11-01,DAIRY,799.0,25,NDay,46.66,1,11,2016
2016-11-01,FROZEN FOODS,97.0,5,NDay,46.66,1,11,2016
2016-11-01,MEATS,386.482,0,NDay,46.66,1,11,2016
2016-11-01,SEAFOOD,29.672,2,NDay,46.66,1,11,2016
2016-11-02,BEVERAGES,873.0,43,Holiday,45.32,2,11,2016
2016-11-02,DAIRY,307.0,17,Holiday,45.32,2,11,2016
2016-11-02,FROZEN FOODS,49.0,5,Holiday,45.32,2,11,2016
2016-11-02,MEATS,91.954,0,Holiday,45.32,2,11,2016
2016-11-02,SEAFOOD,15.048,2,Holiday,45.32,2,11,2016
2016-11-03,BEVERAGES,739.0,36,Holiday,44.66,3,11,2016
2016-11-03,DAIRY,283.0,21,Holiday,44.66,3,11,2016
2016-11-03,FROZEN FOODS,52.725998,3,Holiday,44.66,3,11,2016
2016-11-03,MEATS,119.376,0,Holiday,44.66,3,11,2016
2016-11-03,SEAFOOD,8.644,1,Holiday,44.66,3,11,2016
2016-11-04,BEVERAGES,1637.0,52,Bridge,44.07,4,11,2016
2016-11-04,DAIRY,542.0,27,Bridge,44.07,4,11,2016
2016-11-04,FROZEN FOODS,85.0,8,Bridge,44.07,4,11,2016
2016-11-04,MEATS,491.228,42,Bridge,44.07,4,11,2016
2016-11-04,SEAFOOD,26.687,4,Bridge,44.07,4,11,2016
2016-11-05,BEVERAGES,1839.0,42,NDay,44.07090883590463,5,11,2016
2016-11-05,DAIRY,549.0,24,NDay,44.07204488078541,5,11,2016
2016-11-05,FROZEN FOODS,114.0,5,NDay,44.07272650771389,5,11,2016
2016-11-05,MEATS,159.898,0,NDay,44.075680224403925,5,11,2016
2016-11-05,SEAFOOD,20.616,2,NDay,44.07749789621318,5,11,2016
2016-11-06,BEVERAGES,1054.0,43,Holiday,44.47579523141655,6,11,2016
2016-11-06,DAIRY,335.0,22,Holiday,44.476931276297336,6,11,2016
2016-11-06,FROZEN FOODS,37.85,6,Holiday,44.47761290322581,6,11,2016
2016-11-06,MEATS,121.098,1,Holiday,44.48056661991585,6,11,2016
2016-11-06,SEAFOOD,12.736,1,Holiday,44.482384291725104,6,11,2016
2016-11-07,BEVERAGES,2538.0,42,Holiday,44.88,7,11,2016
2016-11-07,DAIRY,880.0,28,Holiday,44.88,7,11,2016
2016-11-07,FROZEN FOODS,73.517,6,Holiday,44.88,7,11,2016
2016-11-07,MEATS,281.932,0,Holiday,44.88,7,11,2016
2016-11-07,SEAFOOD,24.013,2,Holiday,44.88,7,11,2016
2016-11-08,BEVERAGES,2542.0,46,NDay,44.96,8,11,2016
2016-11-08,DAIRY,809.0,25,NDay,44.96,8,11,2016
2016-11-08,FROZEN FOODS,118.0,6,NDay,44.96,8,11,2016
2016-11-08,MEATS,352.948,0,NDay,44.96,8,11,2016
2016-11-08,SEAFOOD,33.185,2,NDay,44.96,8,11,2016
2016-11-09,BEVERAGES,3557.0,48,NDay,45.2,9,11,2016
2016-11-09,DAIRY,1161.0,32,NDay,45.2,9,11,2016
2016-11-09,FROZEN FOODS,120.0,6,NDay,45.2,9,11,2016
2016-11-09,MEATS,381.268,0,NDay,45.2,9,11,2016
2016-11-09,SEAFOOD,43.64,2,NDay,45.2,9,11,2016
2016-11-10,BEVERAGES,2251.0,50,Holiday,44.62,10,11,2016
2016-11-10,DAIRY,702.0,27,Holiday,44.62,10,11,2016
2016-11-10,FROZEN FOODS,129.27,6,Holiday,44.62,10,11,2016
2016-11-10,MEATS,294.855,0,Holiday,44.62,10,11,2016
2016-11-10,SEAFOOD,22.735,2,Holiday,44.62,10,11,2016
2016-11-11,BEVERAGES,2351.0,43,Holiday,43.39,11,11,2016
2016-11-11,DAIRY,804.0,28,Holiday,43.39,11,11,2016
2016-11-11,FROZEN FOODS,109.0,6,Holiday,43.39,11,11,2016
2016-11-11,MEATS,662.079,47,Holiday,43.39,11,11,2016
2016-11-11,SEAFOOD,33.977,6,Holiday,43.39,11,11,2016
2016-11-12,BEVERAGES,2626.0,41,NDay,43.38988779803647,12,11,2016
2016-11-12,DAIRY,857.0,29,NDay,43.38974754558205,12,11,2016
2016-11-12,FROZEN FOODS,92.0,6,NDay,43.3896633941094,12,11,2016
2016-11-12,MEATS,204.755,0,NDay,43.38929873772791,12,11,2016
2016-11-12,SEAFOOD,30.551,1,NDay,43.38907433380084,12,11,2016
2016-11-13,BEVERAGES,1221.0,34,NDay,43.339901823281906,13,11,2016
2016-11-13,DAIRY,391.0,24,NDay,43.33976157082749,13,11,2016
2016-11-13,FROZEN FOODS,77.011,7,NDay,43.339677419354835,13,11,2016
2016-11-13,MEATS,319.602,0,NDay,43.33931276297335,13,11,2016
2016-11-13,SEAFOOD,25.441,2,NDay,43.339088359046286,13,11,2016
2016-11-14,BEVERAGES,2354.0,42,NDay,43.29,14,11,2016
2016-11-14,DAIRY,831.0,24,NDay,43.29,14,11,2016
2016-11-14,FROZEN FOODS,92.7,5,NDay,43.29,14,11,2016
2016-11-14,MEATS,327.094,2,NDay,43.29,14,11,2016
2016-11-14,SEAFOOD,15.488,1,NDay,43.29,14,11,2016
2016-11-15,BEVERAGES,2231.0,40,NDay,45.86,15,11,2016
2016-11-15,DAIRY,862.0,29,NDay,45.86,15,11,2016
2016-11-15,FROZEN FOODS,121.0,8,NDay,45.86,15,11,2016
2016-11-15,MEATS,340.966,0,NDay,45.86,15,11,2016
2016-11-15,SEAFOOD,32.439,2,NDay,45.86,15,11,2016
2016-11-16,BEVERAGES,2818.0,55,NDay,45.56,16,11,2016
2016-11-16,DAIRY,936.0,39,NDay,45.56,16,11,2016
2016-11-16,FROZEN FOODS,140.29001,6,NDay,45.56,16,11,2016
2016-11-16,MEATS,309.227,0,NDay,45.56,16,11,2016
2016-11-16,SEAFOOD,34.2,2,NDay,45.56,16,11,2016
2016-11-17,BEVERAGES,2293.0,49,NDay,45.37,17,11,2016
2016-11-17,DAIRY,685.0,17,NDay,45.37,17,11,2016
2016-11-17,FROZEN FOODS,110.0,4,NDay,45.37,17,11,2016
2016-11-17,MEATS,223.194,2,NDay,45.37,17,11,2016
2016-11-17,SEAFOOD,24.184,1,NDay,45.37,17,11,2016
2016-11-18,BEVERAGES,2229.0,45,NDay,45.69,18,11,2016
2016-11-18,DAIRY,845.0,17,NDay,45.69,18,11,2016
2016-11-18,FROZEN FOODS,110.585,4,NDay,45.69,18,11,2016
2016-11-18,MEATS,992.966,45,NDay,45.69,18,11,2016
2016-11-18,SEAFOOD,36.822,7,NDay,45.69,18,11,2016
2016-11-19,BEVERAGES,2723.0,50,NDay,45.692008415147264,19,11,2016
2016-11-19,DAIRY,881.0,18,NDay,45.694518934081344,19,11,2016
2016-11-19,FROZEN FOODS,127.34,4,NDay,45.696025245441795,19,11,2016
2016-11-19,MEATS,266.92,2,NDay,45.70255259467041,19,11,2016
2016-11-19,SEAFOOD,38.917,1,NDay,45.70656942496493,19,11,2016
2016-11-20,BEVERAGES,1293.0,40,NDay,46.58675736325385,20,11,2016
2016-11-20,DAIRY,389.0,12,NDay,46.58926788218793,20,11,2016
2016-11-20,FROZEN FOODS,64.361,2,NDay,46.590774193548384,20,11,2016
2016-11-20,MEATS,338.455,1,NDay,46.597301542777,20,11,2016
2016-11-20,SEAFOOD,21.45,0,NDay,46.60131837307153,20,11,2016
2016-11-21,BEVERAGES,2489.0,56,NDay,47.48,21,11,2016
2016-11-21,DAIRY,952.0,19,NDay,47.48,21,11,2016
2016-11-21,FROZEN FOODS,145.479,3,NDay,47.48,21,11,2016
2016-11-21,MEATS,441.118,1,NDay,47.48,21,11,2016
2016-11-21,SEAFOOD,8.0,1,NDay,47.48,21,11,2016
2016-11-22,BEVERAGES,2074.0,52,NDay,48.07,22,11,2016
2016-11-22,DAIRY,707.0,17,NDay,48.07,22,11,2016
2016-11-22,FROZEN FOODS,142.168,2,NDay,48.07,22,11,2016
2016-11-22,MEATS,364.98898,0,NDay,48.07,22,11,2016
2016-11-22,SEAFOOD,14.645,1,NDay,48.07,22,11,2016
2016-11-23,BEVERAGES,2385.0,63,NDay,46.72,23,11,2016
2016-11-23,DAIRY,983.0,23,NDay,46.72,23,11,2016
2016-11-23,FROZEN FOODS,150.906,2,NDay,46.72,23,11,2016
2016-11-23,MEATS,301.177,0,NDay,46.72,23,11,2016
2016-11-23,SEAFOOD,17.314,1,NDay,46.72,23,11,2016
2016-11-24,BEVERAGES,2126.0,65,NDay,46.72,24,11,2016
2016-11-24,DAIRY,653.0,18,NDay,46.72,24,11,2016
2016-11-24,FROZEN FOODS,107.009,1,NDay,46.72,24,11,2016
2016-11-24,MEATS,284.198,0,NDay,46.72,24,11,2016
2016-11-24,SEAFOOD,12.3550005,1,NDay,46.72,24,11,2016
2016-11-25,BEVERAGES,2665.0,64,Event,46.72,25,11,2016
2016-11-25,DAIRY,711.0,19,Event,46.72,25,11,2016
2016-11-25,FROZEN FOODS,160.18,3,Event,46.72,25,11,2016
2016-11-25,MEATS,985.141,51,Event,46.72,25,11,2016
2016-11-25,SEAFOOD,41.28,6,Event,46.72,25,11,2016
2016-11-26,BEVERAGES,2669.0,57,NDay,46.71881065918654,26,11,2016
2016-11-26,DAIRY,809.0,20,NDay,46.717323983169706,26,11,2016
2016-11-26,FROZEN FOODS,118.974,1,NDay,46.71643197755961,26,11,2016
2016-11-26,MEATS,176.837,0,NDay,46.71256661991585,26,11,2016
2016-11-26,SEAFOOD,31.775,1,NDay,46.71018793828892,26,11,2016
2016-11-27,BEVERAGES,1044.0,51,NDay,46.188959326788215,27,11,2016
2016-11-27,DAIRY,350.0,15,NDay,46.18747265077138,27,11,2016
2016-11-27,FROZEN FOODS,48.054,0,NDay,46.186580645161285,27,11,2016
