date,store_nbr,family,sales,onpromotion,typeholiday,dcoilwtico,day_of_week,day,month,year
2013-01-08,20,5,0.0,0,4,93.21,2,8,1,2013
2013-01-08,20,10,0.0,0,4,93.21,2,8,1,2013
2013-01-08,20,24,0.0,0,4,93.21,2,8,1,2013
2013-01-08,20,30,0.0,0,4,93.21,2,8,1,2013
2013-01-08,27,3,783.0,0,4,93.21,2,8,1,2013
2013-01-08,27,5,350.099,0,4,93.21,2,8,1,2013
2013-01-08,27,10,139.0,0,4,93.21,2,8,1,2013
2013-01-08,27,24,162.755,0,4,93.21,2,8,1,2013
2013-01-08,27,30,0.0,0,4,93.21,2,8,1,2013
2013-01-08,8,3,1775.0,0,4,93.21,2,8,1,2013
2013-01-08,8,5,392.061,0,4,93.21,2,8,1,2013
2013-01-08,8,10,242.0,0,4,93.21,2,8,1,2013
2013-01-08,8,24,377.801,0,4,93.21,2,8,1,2013
2013-01-08,8,30,0.0,0,4,93.21,2,8,1,2013
2013-01-09,1,3,1186.0,0,4,93.08,3,9,1,2013
2013-01-09,1,5,298.582,0,4,93.08,3,9,1,2013
2013-01-09,1,10,171.0,0,4,93.08,3,9,1,2013
2013-01-09,1,24,390.15298,0,4,93.08,3,9,1,2013
2013-01-09,1,30,0.0,0,4,93.08,3,9,1,2013
2013-01-09,17,3,876.0,0,4,93.08,3,9,1,2013
2013-01-09,17,5,174.0,0,4,93.08,3,9,1,2013
2013-01-09,17,10,62.0,0,4,93.08,3,9,1,2013
2013-01-09,17,24,185.441,0,4,93.08,3,9,1,2013
2013-01-09,17,30,0.0,0,4,93.08,3,9,1,2013
2013-01-09,20,3,0.0,0,4,93.08,3,9,1,2013
2013-01-09,20,5,0.0,0,4,93.08,3,9,1,2013
2013-01-09,20,10,0.0,0,4,93.08,3,9,1,2013
2013-01-09,20,24,0.0,0,4,93.08,3,9,1,2013
2013-01-09,20,30,0.0,0,4,93.08,3,9,1,2013
2013-01-09,27,3,874.0,0,4,93.08,3,9,1,2013
2013-01-09,27,5,345.988,0,4,93.08,3,9,1,2013
2013-01-09,27,10,139.0,0,4,93.08,3,9,1,2013
2013-01-09,27,24,145.37,0,4,93.08,3,9,1,2013
2013-01-09,27,30,0.0,0,4,93.08,3,9,1,2013
2013-01-09,8,3,1599.0,0,4,93.08,3,9,1,2013
2013-01-09,8,5,473.203,0,4,93.08,3,9,1,2013
2013-01-09,8,10,278.0,0,4,93.08,3,9,1,2013
2013-01-09,8,24,527.66,0,4,93.08,3,9,1,2013
2013-01-09,8,30,0.0,0,4,93.08,3,9,1,2013
2013-01-10,1,3,847.0,0,4,93.81,4,10,1,2013
2013-01-10,1,5,303.515,0,4,93.81,4,10,1,2013
2013-01-10,1,10,117.0,0,4,93.81,4,10,1,2013
2013-01-10,1,24,246.035,0,4,93.81,4,10,1,2013
2013-01-10,1,30,0.0,0,4,93.81,4,10,1,2013
2013-01-10,17,3,1124.0,0,4,93.81,4,10,1,2013
2013-01-10,17,5,177.0,0,4,93.81,4,10,1,2013
2013-01-10,17,10,52.0,0,4,93.81,4,10,1,2013
2013-01-10,17,24,228.099,0,4,93.81,4,10,1,2013
2013-01-10,17,30,0.0,0,4,93.81,4,10,1,2013
2013-01-10,20,3,0.0,0,4,93.81,4,10,1,2013
2013-01-10,20,5,0.0,0,4,93.81,4,10,1,2013
2013-01-10,20,10,0.0,0,4,93.81,4,10,1,2013
2013-01-10,20,24,0.0,0,4,93.81,4,10,1,2013
2013-01-10,20,30,0.0,0,4,93.81,4,10,1,2013
2013-01-10,27,3,952.0,0,4,93.81,4,10,1,2013
2013-01-10,27,5,269.17,0,4,93.81,4,10,1,2013
2013-01-10,27,10,137.0,0,4,93.81,4,10,1,2013
2013-01-10,27,24,161.016,0,4,93.81,4,10,1,2013
2013-01-10,27,30,0.0,0,4,93.81,4,10,1,2013
2013-01-10,8,3,1550.0,0,4,93.81,4,10,1,2013
2013-01-10,8,5,437.962,0,4,93.81,4,10,1,2013
2013-01-10,8,10,239.0,0,4,93.81,4,10,1,2013
2013-01-10,8,24,523.348,0,4,93.81,4,10,1,2013
2013-01-10,8,30,0.0,0,4,93.81,4,10,1,2013
2013-01-11,1,3,1033.0,0,4,93.6,5,11,1,2013
2013-01-11,1,5,296.43298,0,4,93.6,5,11,1,2013
2013-01-11,1,10,148.0,0,4,93.6,5,11,1,2013
2013-01-11,1,24,458.241,0,4,93.6,5,11,1,2013
2013-01-11,1,30,0.0,0,4,93.6,5,11,1,2013
2013-01-11,17,3,1074.0,0,4,93.6,5,11,1,2013
2013-01-11,17,5,94.0,0,4,93.6,5,11,1,2013
2013-01-11,17,10,52.0,0,4,93.6,5,11,1,2013
2013-01-11,17,24,153.86101,0,4,93.6,5,11,1,2013
2013-01-11,17,30,0.0,0,4,93.6,5,11,1,2013
2013-01-11,20,3,0.0,0,4,93.6,5,11,1,2013
2013-01-11,20,5,0.0,0,4,93.6,5,11,1,2013
2013-01-11,20,10,0.0,0,4,93.6,5,11,1,2013
2013-01-11,20,24,0.0,0,4,93.6,5,11,1,2013
2013-01-11,20,30,0.0,0,4,93.6,5,11,1,2013
2013-01-11,27,3,694.0,0,4,93.6,5,11,1,2013
2013-01-11,27,5,335.357,0,4,93.6,5,11,1,2013
2013-01-11,27,10,124.0,0,4,93.6,5,11,1,2013
2013-01-11,27,24,168.888,0,4,93.6,5,11,1,2013
2013-01-11,27,30,0.0,0,4,93.6,5,11,1,2013
2013-01-11,8,3,2261.0,0,4,93.6,5,11,1,2013
2013-01-11,8,5,516.979,0,4,93.6,5,11,1,2013
2013-01-11,8,10,269.0,0,4,93.6,5,11,1,2013
2013-01-11,8,24,1076.629,0,4,93.6,5,11,1,2013
2013-01-11,8,30,0.0,0,4,93.6,5,11,1,2013
2013-01-12,1,3,1143.0,0,4,93.60075175315568,6,12,1,2013
2013-01-12,1,5,321.681,0,4,93.60112762973353,6,12,1,2013
2013-01-12,1,10,166.0,0,4,93.60206732117813,6,12,1,2013
2013-01-12,1,24,260.07098,0,4,93.604698457223,6,12,1,2013
2013-01-12,1,30,0.0,0,4,93.60582608695653,6,12,1,2013
2013-01-12,17,3,1433.0,0,4,93.65036746143058,6,12,1,2013
2013-01-12,17,5,204.0,0,4,93.6507433380084,6,12,1,2013
2013-01-12,17,10,69.0,0,4,93.651683029453,6,12,1,2013
2013-01-12,17,24,242.009,0,4,93.6543141654979,6,12,1,2013
2013-01-12,17,30,0.0,0,4,93.6554417952314,6,12,1,2013
2013-01-12,20,3,0.0,0,4,93.675175315568,6,12,1,2013
2013-01-12,20,5,0.0,0,4,93.67555119214586,6,12,1,2013
2013-01-12,20,10,0.0,0,4,93.67649088359046,6,12,1,2013
2013-01-12,20,24,0.0,0,4,93.67912201963534,6,12,1,2013
2013-01-12,20,30,0.0,0,4,93.68024964936886,6,12,1,2013
2013-01-12,27,3,1412.0,0,4,93.71858906030856,6,12,1,2013
2013-01-12,27,5,468.69,0,4,93.7189649368864,6,12,1,2013
2013-01-12,27,10,174.0,0,4,93.719904628331,6,12,1,2013
2013-01-12,27,24,238.306,0,4,93.72253576437588,6,12,1,2013
2013-01-12,27,30,0.0,0,4,93.7236633941094,6,12,1,2013
2013-01-12,8,3,2692.0,0,4,93.9232538569425,6,12,1,2013
2013-01-12,8,5,631.066,0,4,93.92362973352031,6,12,1,2013
2013-01-12,8,10,417.0,0,4,93.92456942496491,6,12,1,2013
2013-01-12,8,24,669.774,0,4,93.9272005610098,6,12,1,2013
2013-01-12,8,30,0.0,0,4,93.92832819074331,6,12,1,2013
2013-01-13,1,3,572.0,0,4,93.9356577840112,7,13,1,2013
2013-01-13,1,5,151.22,0,4,93.93603366058906,7,13,1,2013
2013-01-13,1,10,98.0,0,4,93.93697335203366,7,13,1,2013
2013-01-13,1,24,131.269,0,4,93.93960448807852,7,13,1,2013
2013-01-13,1,30,0.0,0,4,93.94073211781206,7,13,1,2013
2013-01-13,17,3,2195.0,0,4,93.98527349228613,7,13,1,2013
2013-01-13,17,5,266.0,0,4,93.98564936886396,7,13,1,2013
2013-01-13,17,10,110.0,0,4,93.98658906030856,7,13,1,2013
2013-01-13,17,24,232.379,0,4,93.98922019635344,7,13,1,2013
2013-01-13,17,30,0.0,0,4,93.99034782608696,7,13,1,2013
2013-01-13,20,3,0.0,0,4,94.01008134642356,7,13,1,2013
2013-01-13,20,5,0.0,0,4,94.0104572230014,7,13,1,2013
2013-01-13,20,10,0.0,0,4,94.011396914446,7,13,1,2013
2013-01-13,20,24,0.0,0,4,94.01402805049088,7,13,1,2013
2013-01-13,20,30,0.0,0,4,94.0151556802244,7,13,1,2013
2013-01-13,27,3,2056.0,0,4,94.0534950911641,7,13,1,2013
2013-01-13,27,5,685.558,0,4,94.05387096774191,7,13,1,2013
2013-01-13,27,10,292.0,0,4,94.05481065918651,7,13,1,2013
2013-01-13,27,24,227.347,0,4,94.0574417952314,7,13,1,2013
2013-01-13,27,30,0.0,0,4,94.05856942496492,7,13,1,2013
2013-01-13,8,3,3418.0,0,4,94.25815988779804,7,13,1,2013
2013-01-13,8,5,764.95,0,4,94.25853576437588,7,13,1,2013
2013-01-13,8,10,443.0,0,4,94.25947545582048,7,13,1,2013
2013-01-13,8,24,565.997,0,4,94.26210659186536,7,13,1,2013
2013-01-13,8,30,0.0,0,4,94.26323422159888,7,13,1,2013
2013-01-14,1,3,1178.0,0,4,94.27,1,14,1,2013
2013-01-14,1,5,281.286,0,4,94.27,1,14,1,2013
2013-01-14,1,10,143.0,0,4,94.27,1,14,1,2013
2013-01-14,1,24,311.573,0,4,94.27,1,14,1,2013
2013-01-14,1,30,0.0,0,4,94.27,1,14,1,2013
2013-01-14,17,3,1039.0,0,4,94.27,1,14,1,2013
2013-01-14,17,5,208.0,0,4,94.27,1,14,1,2013
2013-01-14,17,10,87.0,0,4,94.27,1,14,1,2013
2013-01-14,17,24,294.937,0,4,94.27,1,14,1,2013
2013-01-14,17,30,0.0,0,4,94.27,1,14,1,2013
2013-01-14,20,3,0.0,0,4,94.27,1,14,1,2013
2013-01-14,20,5,0.0,0,4,94.27,1,14,1,2013
2013-01-14,20,10,0.0,0,4,94.27,1,14,1,2013
2013-01-14,20,24,0.0,0,4,94.27,1,14,1,2013
2013-01-14,20,30,0.0,0,4,94.27,1,14,1,2013
2013-01-14,27,3,888.0,0,4,94.27,1,14,1,2013
2013-01-14,27,5,399.591,0,4,94.27,1,14,1,2013
2013-01-14,27,10,156.0,0,4,94.27,1,14,1,2013
2013-01-14,27,24,159.906,0,4,94.27,1,14,1,2013
2013-01-14,27,30,0.0,0,4,94.27,1,14,1,2013
2013-01-14,8,3,1903.0,0,4,94.27,1,14,1,2013
2013-01-14,8,5,471.669,0,4,94.27,1,14,1,2013
2013-01-14,8,10,251.0,0,4,94.27,1,14,1,2013
2013-01-14,8,24,437.655,0,4,94.27,1,14,1,2013
2013-01-14,8,30,0.0,0,4,94.27,1,14,1,2013
2013-01-15,1,3,1149.0,0,4,93.26,2,15,1,2013
2013-01-15,1,5,285.612,0,4,93.26,2,15,1,2013
2013-01-15,1,10,136.0,0,4,93.26,2,15,1,2013
2013-01-15,1,24,287.346,0,4,93.26,2,15,1,2013
2013-01-15,1,30,0.0,0,4,93.26,2,15,1,2013
2013-01-15,17,3,856.0,0,4,93.26,2,15,1,2013
2013-01-15,17,5,208.0,0,4,93.26,2,15,1,2013
2013-01-15,17,10,75.0,0,4,93.26,2,15,1,2013
2013-01-15,17,24,235.974,0,4,93.26,2,15,1,2013
2013-01-15,17,30,0.0,0,4,93.26,2,15,1,2013
2013-01-15,20,3,0.0,0,4,93.26,2,15,1,2013
2013-01-15,20,5,0.0,0,4,93.26,2,15,1,2013
2013-01-15,20,10,0.0,0,4,93.26,2,15,1,2013
2013-01-15,20,24,0.0,0,4,93.26,2,15,1,2013
2013-01-15,20,30,0.0,0,4,93.26,2,15,1,2013
2013-01-15,27,3,690.0,0,4,93.26,2,15,1,2013
2013-01-15,27,5,349.116,0,4,93.26,2,15,1,2013
2013-01-15,27,10,155.0,0,4,93.26,2,15,1,2013
2013-01-15,27,24,159.144,0,4,93.26,2,15,1,2013
2013-01-15,27,30,0.0,0,4,93.26,2,15,1,2013
2013-01-15,8,3,1713.0,0,4,93.26,2,15,1,2013
2013-01-15,8,5,456.608,0,4,93.26,2,15,1,2013
2013-01-15,8,10,225.0,0,4,93.26,2,15,1,2013
2013-01-15,8,24,419.811,0,4,93.26,2,15,1,2013
2013-01-15,8,30,0.0,0,4,93.26,2,15,1,2013
2013-01-16,1,3,1043.0,0,4,94.28,3,16,1,2013
2013-01-16,1,5,386.158,0,4,94.28,3,16,1,2013
2013-01-16,1,10,207.0,0,4,94.28,3,16,1,2013
2013-01-16,1,24,369.492,0,4,94.28,3,16,1,2013
2013-01-16,1,30,0.0,0,4,94.28,3,16,1,2013
2013-01-16,17,3,849.0,0,4,94.28,3,16,1,2013
2013-01-16,17,5,184.0,0,4,94.28,3,16,1,2013
2013-01-16,17,10,47.0,0,4,94.28,3,16,1,2013
2013-01-16,17,24,189.121,0,4,94.28,3,16,1,2013
2013-01-16,17,30,0.0,0,4,94.28,3,16,1,2013
2013-01-16,20,3,0.0,0,4,94.28,3,16,1,2013
2013-01-16,20,5,0.0,0,4,94.28,3,16,1,2013
2013-01-16,20,10,0.0,0,4,94.28,3,16,1,2013
2013-01-16,20,24,0.0,0,4,94.28,3,16,1,2013
2013-01-16,20,30,0.0,0,4,94.28,3,16,1,2013
2013-01-16,27,3,824.0,0,4,94.28,3,16,1,2013
2013-01-16,27,5,389.284,0,4,94.28,3,16,1,2013
2013-01-16,27,10,192.0,0,4,94.28,3,16,1,2013
2013-01-16,27,24,194.666,0,4,94.28,3,16,1,2013
2013-01-16,27,30,0.0,0,4,94.28,3,16,1,2013
2013-01-16,8,3,1890.0,0,4,94.28,3,16,1,2013
2013-01-16,8,5,562.085,0,4,94.28,3,16,1,2013
2013-01-16,8,10,328.0,0,4,94.28,3,16,1,2013
2013-01-16,8,24,603.296,0,4,94.28,3,16,1,2013
2013-01-16,8,30,0.0,0,4,94.28,3,16,1,2013
2013-01-17,1,3,898.0,0,4,95.49,4,17,1,2013
2013-01-17,1,5,278.754,0,4,95.49,4,17,1,2013
2013-01-17,1,10,132.0,0,4,95.49,4,17,1,2013
2013-01-17,1,24,280.879,0,4,95.49,4,17,1,2013
2013-01-17,1,30,0.0,0,4,95.49,4,17,1,2013
2013-01-17,17,3,890.0,0,4,95.49,4,17,1,2013
2013-01-17,17,5,129.0,0,4,95.49,4,17,1,2013
2013-01-17,17,10,56.0,0,4,95.49,4,17,1,2013
2013-01-17,17,24,200.84,0,4,95.49,4,17,1,2013
2013-01-17,17,30,0.0,0,4,95.49,4,17,1,2013
2013-01-17,20,3,0.0,0,4,95.49,4,17,1,2013
2013-01-17,20,5,0.0,0,4,95.49,4,17,1,2013
2013-01-17,20,10,0.0,0,4,95.49,4,17,1,2013
2013-01-17,20,24,0.0,0,4,95.49,4,17,1,2013
2013-01-17,20,30,0.0,0,4,95.49,4,17,1,2013
2013-01-17,27,3,766.0,0,4,95.49,4,17,1,2013
2013-01-17,27,5,346.085,0,4,95.49,4,17,1,2013
2013-01-17,27,10,140.0,0,4,95.49,4,17,1,2013
2013-01-17,27,24,151.573,0,4,95.49,4,17,1,2013
2013-01-17,27,30,0.0,0,4,95.49,4,17,1,2013
